time,ITUB4.SA.Open,ITUB4.SA.High,ITUB4.SA.Low,ITUB4.SA.Close,ITUB4.SA.Volume,ITUB4.SA.Adjusted
2024-11-25,30.990909576416016,31.100000381469727,30.881818771362305,31,26230380,28.60106658935547
2024-11-22,31.27272605895996,31.27272605895996,30.85454559326172,31.009090423583984,14178780,28.609451293945313
2024-11-21,31.12727165222168,31.299999237060547,30.918180465698242,30.918180465698242,27890720,28.52557373046875
2024-11-19,31.18181800842285,31.545454025268555,31.05454444885254,31.46363639831543,17494950,29.028818130493164
2024-11-18,31.254545211791992,31.42727279663086,31.10909080505371,31.18181800842285,20352420,28.76881217956543
2024-11-14,31.318180084228516,31.46363639831543,31.063636779785156,31.290908813476563,33993850,28.869461059570313
2024-11-13,31.636362075805664,31.68181800842285,31.18181800842285,31.381818771362305,28840790,28.95333480834961
2024-11-12,31.954544067382813,32.07272720336914,31.509090423583984,31.545454025268555,25816780,29.104305267333984
2024-11-11,31.781818389892578,32.20000076293945,31.73636245727539,31.92727279663086,20075440,29.456575393676758
2024-11-08,31.881818771362305,32.154544830322266,31.709089279174805,31.89090919494629,25483480,29.42302894592285
2024-11-07,32.845455169677734,33.16363525390625,32.3272705078125,32.400001525878906,16326530,29.892724990844727
2024-11-06,32.60908889770508,33.11817932128906,32.29090881347656,32.88181686401367,42775700,30.337251663208008
2024-11-05,32.45454406738281,33.318180084228516,32.3636360168457,33.03636169433594,57777280,30.479835510253906
2024-11-04,31.936363220214844,32.30908966064453,31.718181610107422,32.07272720336914,22549890,29.590774536132813
2024-11-01,31.818180084228516,32.09090805053711,31.62727165222168,31.64545440673828,25026760,29.196569442749023
2024-10-31,32.04545211791992,32.37272644042969,31.836362838745117,31.836362838745117,22085580,29.35789680480957
2024-10-30,32.12727355957031,32.35454559326172,31.936363220214844,32.04545211791992,11729190,29.55071258544922
2024-10-29,32.599998474121094,32.672725677490234,32.1363639831543,32.1363639831543,12840080,29.634550094604492
2024-10-28,32.400001525878906,32.64545440673828,32.26363754272461,32.48181915283203,11586300,29.953109741210938
2024-10-25,32.45454406738281,32.52727127075195,32.01818084716797,32.09090805053711,16874000,29.592634201049805
2024-10-24,32.16363525390625,32.57272720336914,32.081817626953125,32.45454406738281,23530870,29.92795753479004
2024-10-23,31.827272415161133,32.18181610107422,31.818180084228516,32.16363525390625,16888740,29.659690856933594
2024-10-22,31.818180084228516,32.04545211791992,31.64545440673828,31.96363639831543,24126740,29.47526741027832
2024-10-21,32.172725677490234,32.20000076293945,31.818180084228516,31.909090042114258,16381640,29.424968719482422
2024-10-18,32,32.16363525390625,31.836362838745117,32.07272720336914,17187500,29.575862884521484
2024-10-17,31.53636360168457,32.20909118652344,31.399999618530273,31.918180465698242,21660980,29.433347702026367
2024-10-16,32.04545211791992,32.063636779785156,31.68181800842285,31.85454559326172,38487570,29.374666213989258
2024-10-15,31.727272033691406,32.099998474121094,31.57272720336914,32.04545211791992,31681430,29.55071258544922
2024-10-14,31.581817626953125,31.881818771362305,31.472726821899414,31.68181800842285,15879710,29.215391159057617
2024-10-11,31.66363525390625,31.790908813476563,31.409090042114258,31.4818172454834,18665350,29.030956268310547
2024-10-10,31.55454444885254,31.790908813476563,31.42727279663086,31.718181610107422,22535810,29.248920440673828
2024-10-09,31.918180465698242,32,31.4818172454834,31.545454025268555,23016510,29.08963966369629
2024-10-08,32.16363525390625,32.28181838989258,32.063636779785156,32.1363639831543,25413740,29.634550094604492
2024-10-07,32,32.10908889770508,31.68181800842285,31.945453643798828,25641440,29.458498001098633
2024-10-04,31.53636360168457,31.945453643798828,31.4818172454834,31.73636245727539,17030640,29.265684127807617
2024-10-03,32.01818084716797,32.10908889770508,31.5,31.672727584838867,34660670,29.20700454711914
2024-10-02,32.60908889770508,32.9636344909668,32.29090881347656,32.47272872924805,22845020,29.94472885131836
2024-10-01,32.9636344909668,33.009090423583984,32.20909118652344,32.272727966308594,29266930,29.76029396057129
2024-09-30,33.272727966308594,33.6363639831543,32.8272705078125,32.8272705078125,27661920,30.256864547729492
2024-09-27,33.21818161010742,33.509090423583984,33.20000076293945,33.418182373046875,30496290,30.801511764526367
2024-09-26,33.18181610107422,33.53636169433594,33.03636169433594,33.29090881347656,41358680,30.68421173095703
2024-09-25,32.52727127075195,32.88181686401367,32.52727127075195,32.87272644042969,23866590,30.298765182495117
2024-09-24,32.772727966308594,33.02727127075195,32.29090881347656,32.4636344909668,26415840,29.921710968017578
2024-09-23,32.490909576416016,32.70909118652344,32.33636474609375,32.47272872924805,16867180,29.930091857910156
2024-09-20,33.01818084716797,33.16363525390625,32.64545440673828,32.66363525390625,33720060,30.10604476928711
2024-09-19,33.45454406738281,33.52727127075195,33.063636779785156,33.272727966308594,26225760,30.43871307373047
2024-09-18,33.5,33.66363525390625,33.23636245727539,33.3636360168457,18159020,30.521886825561523
2024-09-17,33.55454635620117,33.61817932128906,33.3272705078125,33.55454635620117,19399710,30.696529388427734
2024-09-16,33.69091033935547,33.83636474609375,33.48181915283203,33.6363639831543,11895950,30.771379470825195
2024-09-13,33.78181838989258,33.936363220214844,33.25454330444336,33.64545440673828,22242440,30.779691696166992
2024-09-12,33.8272705078125,33.890907287597656,33.3636360168457,33.60908889770508,15834390,30.74641990661621
2024-09-11,33.98181915283203,34.12727355957031,33.76363754272461,33.98181915283203,21633260,31.08740997314453
2024-09-10,33.68181610107422,33.98181915283203,33.654544830322266,33.918182373046875,14660140,31.029184341430664
2024-09-09,33.654544830322266,34.04545211791992,33.60908889770508,33.918182373046875,15033370,31.029184341430664
2024-09-06,34.16363525390625,34.16363525390625,33.51818084716797,33.59090805053711,17542030,30.72980308532715
2024-09-05,33.909088134765625,34.18181610107422,33.76363754272461,34.07272720336914,12720730,31.170576095581055
2024-09-04,33.772727966308594,34.35454559326172,33.654544830322266,33.85454559326172,22342430,30.970977783203125
2024-09-03,33.172725677490234,33.62727355957031,33.05454635620117,33.61817932128906,17309930,30.754737854003906
2024-09-02,33.245452880859375,33.3636360168457,33.03636169433594,33.081817626953125,11184800,30.264062881469727
2024-08-30,33.48181915283203,33.60908889770508,33.099998474121094,33.3636360168457,67812030,30.507205963134766
2024-08-29,33.80908966064453,33.98181915283203,33.599998474121094,33.599998474121094,24443320,30.723329544067383
2024-08-28,33.05454635620117,34.063636779785156,32.936363220214844,33.97272872924805,35069430,31.06415557861328
2024-08-27,33.20909118652344,33.37272644042969,33.02727127075195,33.25454330444336,16103670,30.407447814941406
2024-08-26,33.20909118652344,33.30908966064453,32.9636344909668,33.21818161010742,15839010,30.374202728271484
2024-08-23,33.44545364379883,33.68181610107422,33.063636779785156,33.14545440673828,23927860,30.307701110839844
2024-08-22,33.01818084716797,33.409088134765625,33,33.400001525878906,23606990,30.54045295715332
2024-08-21,33.936363220214844,33.98181915283203,33.55454635620117,33.70909118652344,15546080,30.82308006286621
2024-08-20,33.6363639831543,33.9636344909668,33.400001525878906,33.845455169677734,17336440,30.947769165039063
2024-08-19,33.52727127075195,33.87272644042969,33.436363220214844,33.599998474121094,24492930,30.723329544067383
2024-08-16,33.85454559326172,34.081817626953125,33.30908966064453,33.400001525878906,37931080,30.54045295715332
2024-08-15,33.33636474609375,33.71818161010742,33.23636245727539,33.68181610107422,35899490,30.798139572143555
2024-08-14,32.35454559326172,33.436363220214844,32.35454559326172,33.154544830322266,59664550,30.316009521484375
2024-08-13,31.68181800842285,32.35454559326172,31.55454444885254,32.35454559326172,43492790,29.584503173828125
2024-08-12,31.51818084716797,31.654544830322266,31.336362838745117,31.46363639831543,23061940,28.769872665405273
2024-08-09,30.727272033691406,31.418180465698242,30.68181800842285,31.418180465698242,26553560,28.72830581665039
2024-08-08,30.77272605895996,31.03636360168457,30.490909576416016,30.59090805053711,21587830,27.971860885620117
2024-08-07,30.954544067382813,31.07272720336914,30.063636779785156,30.700000762939453,44724790,28.071617126464844
2024-08-06,30.009090423583984,30.85454559326172,30.009090423583984,30.618181228637695,28393200,27.99679946899414
2024-08-05,29.5,30.027271270751953,29.409090042114258,29.954544067382813,29161880,27.389984130859375
2024-08-02,30.445453643798828,30.490909576416016,29.80908966064453,29.954544067382813,26558070,27.389984130859375
2024-08-01,30.92727279663086,31.01818084716797,30.245454788208008,30.336362838745117,24897290,27.739107131958008
2024-07-31,31.14545440673828,31.281818389892578,30.77272605895996,30.799999237060547,27832640,28.148380279541016
2024-07-30,31.290908813476563,31.372726440429688,31.03636360168457,31.23636245727539,19390580,28.547176361083984
2024-07-29,31.16363525390625,31.46363639831543,31.136362075805664,31.35454559326172,16647950,28.655183792114258
2024-07-26,30.836362838745117,31.218181610107422,30.836362838745117,31.12727165222168,12299650,28.44747543334961
2024-07-25,30.972726821899414,31.100000381469727,30.763635635375977,30.899999618530273,21807720,28.23977279663086
2024-07-24,31.18181800842285,31.209089279174805,30.954544067382813,31.03636360168457,17353160,28.364397048950195
2024-07-23,31.100000381469727,31.27272605895996,31,31.081817626953125,18612990,28.405941009521484
2024-07-22,31.16363525390625,31.318180084228516,31.063636779785156,31.12727165222168,13636920,28.44747543334961
2024-07-19,31.045454025268555,31.472726821899414,30.96363639831543,31.14545440673828,26157780,28.464092254638672
2024-07-18,30.972726821899414,31.100000381469727,30.700000762939453,30.909090042114258,17257240,28.248079299926758
2024-07-17,30.654544830322266,31.136362075805664,30.55454444885254,31.05454444885254,17961900,28.381011962890625
2024-07-16,30.509090423583984,30.77272605895996,30.472726821899414,30.718181610107422,21419090,28.073604583740234
2024-07-15,30.454544067382813,30.60909080505371,30.3454532623291,30.53636360168457,21685840,27.907440185546875
2024-07-12,30.59090805053711,30.62727165222168,30.290908813476563,30.418180465698242,24264020,27.799428939819336
2024-07-11,30.409090042114258,30.600000381469727,30.3454532623291,30.59090805053711,21573090,27.957290649414063
2024-07-10,30.16363525390625,30.436363220214844,30.09090805053711,30.409090042114258,37802160,27.791122436523438
2024-07-09,29.763635635375977,30.09090805053711,29.59090805053711,30.09090805053711,18473510,27.500335693359375
2024-07-08,29.8454532623291,30,29.636362075805664,29.881818771362305,19134170,27.309247970581055
2024-07-05,30,30.07272720336914,29.64545440673828,29.936363220214844,18508050,27.35909080505371
2024-07-04,30.154544830322266,30.218181610107422,29.909090042114258,29.918180465698242,11042020,27.342483520507813
2024-07-03,29.872726440429688,30.263635635375977,29.781818389892578,29.872726440429688,27756190,27.300935745239258
2024-07-02,29.3454532623291,29.690908432006836,29.299999237060547,29.690908432006836,33492580,27.1347713470459
2024-07-01,29.436363220214844,29.690908432006836,29.245454788208008,29.30908966064453,17178810,26.78582763671875
2024-06-28,29.527271270751953,29.581817626953125,29.136362075805664,29.46363639831543,31891310,26.91240119934082
2024-06-27,29.5,29.64545440673828,29.3454532623291,29.490909576416016,16517160,26.937314987182617
2024-06-26,29.299999237060547,29.436363220214844,28.918180465698242,29.436363220214844,25996630,26.887493133544922
2024-06-25,29.39090919494629,29.709089279174805,29.30908966064453,29.490909576416016,26370960,26.937314987182617
2024-06-24,29.081817626953125,29.872726440429688,29.07272720336914,29.399999618530273,35736580,26.854276657104492
2024-06-21,28.9818172454834,29.254545211791992,28.763635635375977,28.9818172454834,56945680,26.47230339050293
2024-06-20,29.436363220214844,29.509090423583984,28.96363639831543,29.009090423583984,22467610,26.288789749145508
2024-06-19,28.85454559326172,29.35454559326172,28.727272033691406,29.209089279174805,16017210,26.470041275024414
2024-06-18,28.945453643798828,29.299999237060547,28.836362838745117,28.9818172454834,23872530,26.26407241821289
2024-06-17,28.55454444885254,29.09090805053711,28.445453643798828,29,29592640,26.28055763244629
2024-06-14,28.299999237060547,28.51818084716797,28.12727165222168,28.30908966064453,16969040,25.65443229675293
2024-06-13,28.636362075805664,28.790908813476563,28.336362838745117,28.336362838745117,22422290,25.679147720336914
2024-06-12,28.790908813476563,28.85454559326172,28.318180084228516,28.636362075805664,38209380,25.951013565063477
2024-06-11,28.527271270751953,28.80908966064453,28.399999618530273,28.68181800842285,16317510,25.992206573486328
2024-06-10,28.62727165222168,28.727272033691406,28.100000381469727,28.363636016845703,22389400,25.703866958618164
2024-06-07,28.709089279174805,28.909090042114258,28.4818172454834,28.59090805053711,25564330,25.909820556640625
2024-06-06,28.64545440673828,29.09090805053711,28.600000381469727,29,14182520,26.28055763244629
2024-06-05,28.59090805053711,28.763635635375977,28.4818172454834,28.636362075805664,24552220,25.951013565063477
2024-06-04,28.490909576416016,28.790908813476563,28.336362838745117,28.690908432006836,24430780,26.000446319580078
2024-06-03,28.327272415161133,28.77272605895996,28.263635635375977,28.59090805053711,25000250,25.909820556640625
2024-05-31,28.490909576416016,28.55454444885254,28.18181800842285,28.209089279174805,37694910,25.549266815185547
2024-05-29,28.509090423583984,28.66363525390625,28.136362075805664,28.5,27328840,25.81275177001953
2024-05-28,29.209089279174805,29.218181610107422,28.636362075805664,28.700000762939453,27612090,25.993892669677734
2024-05-27,28.954544067382813,28.972726821899414,28.727272033691406,28.85454559326172,13244220,26.133861541748047
2024-05-24,29.290908813476563,29.30908966064453,28.8454532623291,28.954544067382813,22755370,26.22443962097168
2024-05-23,29.454544067382813,29.490909576416016,29.136362075805664,29.23636245727539,21157620,26.47968101501465
2024-05-22,29.80908966064453,29.863636016845703,29.381818771362305,29.5,23093950,26.718461990356445
2024-05-21,30.154544830322266,30.254545211791992,29.8454532623291,29.96363639831543,18149780,27.138381958007813
2024-05-20,30.172727584838867,30.363636016845703,30,30.118181228637695,17237990,27.278352737426758
2024-05-17,30.14545440673828,30.336362838745117,30.05454444885254,30.209089279174805,20451640,27.36068344116211
2024-05-16,30.42727279663086,30.563636779785156,30.10909080505371,30.200000762939453,19683840,27.352466583251953
2024-05-15,30.46363639831543,30.51818084716797,30.16363525390625,30.290908813476563,23172490,27.434795379638672
2024-05-14,29.836362838745117,30.509090423583984,29.827272415161133,30.372726440429688,33492580,27.508895874023438
2024-05-13,29.827272415161133,30.16363525390625,29.745454788208008,30.045454025268555,25889710,27.212482452392578
2024-05-10,29.39090919494629,30.01818084716797,29.372726440429688,29.68181800842285,25673010,26.883132934570313
2024-05-09,29.899999618530273,29.96363639831543,29.327272415161133,29.3454532623291,30909890,26.5784854888916
2024-05-08,29.8454532623291,30.336362838745117,29.654544830322266,30.254545211791992,26914030,27.4018611907959
2024-05-07,29.545454025268555,30.218181610107422,29.254545211791992,30.063636779785156,42333390,27.228952407836914
2024-05-06,29.254545211791992,29.700000762939453,29.18181800842285,29.454544067382813,20485740,26.677291870117188
2024-05-03,29.327272415161133,29.62727165222168,29.16363525390625,29.27272605895996,31811340,26.512615203857422
2024-05-02,29.01818084716797,29.190908432006836,28.654544830322266,28.909090042114258,30730150,26.183265686035156
2024-04-30,29.009090423583984,29.27272605895996,28.509090423583984,28.509090423583984,51595610,25.80645179748535
2024-04-29,29.318180084228516,29.363636016845703,28.827272415161133,29.05454444885254,24291630,26.30019760131836
2024-04-26,28.92727279663086,29.409090042114258,28.836362838745117,29.281818389892578,29866980,26.50592803955078
2024-04-25,28.89090919494629,29.09090805053711,28.59090805053711,28.799999237060547,22404250,26.069786071777344
2024-04-24,29.09090805053711,29.172727584838867,28.745454788208008,28.96363639831543,26589750,26.217910766601563
2024-04-23,28.545454025268555,29.372726440429688,28.545454025268555,29.09090805053711,51560300,26.33310890197754
2024-04-22,28.763635635375977,28.85454559326172,28.436363220214844,28.66363525390625,23887160,25.946348190307617
2024-04-19,28.89090919494629,29.063636779785156,28.59090805053711,28.68181800842285,29608700,25.962799072265625
2024-04-18,28.863636016845703,29.09090805053711,28.509090423583984,28.8454532623291,23867580,26.11092758178711
2024-04-17,28.80908966064453,28.881818771362305,28.527271270751953,28.80908966064453,27870040,26.07801055908203
2024-04-16,28.827272415161133,28.972726821899414,28.527271270751953,28.790908813476563,33859870,26.061553955078125
2024-04-15,29.509090423583984,29.66363525390625,28.899999618530273,29.009090423583984,34782220,26.25905418395996
2024-04-12,29.727272033691406,29.754545211791992,29.445453643798828,29.509090423583984,25088580,26.711654663085938
2024-04-11,29.745454788208008,29.936363220214844,29.59090805053711,29.818180084228516,20085560,26.991439819335938
2024-04-10,30.409090042114258,30.454544067382813,29.709089279174805,29.872726440429688,30345040,27.040817260742188
2024-04-09,30.3454532623291,30.57272720336914,30.254545211791992,30.51818084716797,19590890,27.62508201599121
2024-04-08,29.96363639831543,30.4818172454834,29.899999618530273,30.200000762939453,18734870,27.337066650390625
2024-04-05,29.818180084228516,29.990909576416016,29.57272720336914,29.754545211791992,27437960,26.933837890625
2024-04-04,30.336362838745117,30.62727165222168,29.64545440673828,29.80908966064453,52541060,26.983211517333984
2024-04-03,30.399999618530273,30.527271270751953,30.009090423583984,30.209089279174805,32791660,27.345291137695313
2024-04-02,30.409090042114258,30.509090423583984,30.12727165222168,30.436363220214844,19894820,27.551015853881836
2024-04-01,31.436363220214844,31.62727165222168,30.39090919494629,30.399999618530273,34568160,27.518104553222656
2024-03-28,31.42727279663086,31.62727165222168,31.263635635375977,31.490909576416016,18362630,28.49107551574707
2024-03-27,31.18181800842285,31.527271270751953,31.045454025268555,31.436363220214844,18833760,28.441722869873047
2024-03-26,30.618181228637695,31.263635635375977,30.527271270751953,31.263635635375977,18701760,28.28544807434082
2024-03-25,30.581817626953125,30.672727584838867,30.5,30.654544830322266,13441450,27.73438262939453
2024-03-22,31,31.09090805053711,30.55454444885254,30.654544830322266,12761980,27.73438262939453
2024-03-21,31.636362075805664,31.754545211791992,31.154544830322266,31.30908966064453,36926560,28.1276912689209
2024-03-20,31.57272720336914,31.818180084228516,31.418180465698242,31.636362075805664,19183670,28.421710968017578
2024-03-19,31.600000381469727,31.68181800842285,31.490909576416016,31.57272720336914,11586630,28.364547729492188
2024-03-18,31.51818084716797,31.77272605895996,31.254545211791992,31.527271270751953,14244670,28.32370376586914
2024-03-15,31.700000762939453,31.727272033691406,31.27272605895996,31.399999618530273,41337340,28.209373474121094
2024-03-14,31.636362075805664,31.754545211791992,31.409090042114258,31.57272720336914,31440530,28.364547729492188
2024-03-13,31.190908432006836,31.745454788208008,31.09090805053711,31.59090805053711,29334910,28.380876541137695
2024-03-12,31.327272415161133,31.46363639831543,31.027271270751953,31.281818389892578,23722820,28.10319709777832
2024-03-11,30.918180465698242,31.154544830322266,30.899999618530273,31.154544830322266,22199430,27.988855361938477
2024-03-08,30.618181228637695,31.14545440673828,30.59090805053711,31,19058380,27.85001564025879
2024-03-07,30.954544067382813,31.218181610107422,30.454544067382813,30.718181610107422,18183550,27.596834182739258
2024-03-06,30.872726440429688,31.172727584838867,30.690908432006836,31.045454025268555,35539790,27.890850067138672
2024-03-05,30.836362838745117,30.945453643798828,30.545454025268555,30.709089279174805,19944100,27.58866310119629
2024-03-04,30.9818172454834,31.09090805053711,30.73636245727539,30.73636245727539,17159450,27.613162994384766
2024-03-01,31.01818084716797,31.154544830322266,30.827272415161133,30.972726821899414,16039430,27.82550811767578
2024-02-29,31.51818084716797,31.59090805053711,30.672727584838867,30.85454559326172,46677840,27.704925537109375
2024-02-28,31.545454025268555,31.718181610107422,31.327272415161133,31.636362075805664,14681260,28.406930923461914
2024-02-27,31.472726821899414,31.68181800842285,31.27272605895996,31.618181228637695,17283750,28.390615463256836
2024-02-26,31.172727584838867,31.30908966064453,31.05454444885254,31.23636245727539,14909070,28.047761917114258
2024-02-23,31.09090805053711,31.254545211791992,30.790908813476563,31.14545440673828,24976050,27.966136932373047
2024-02-22,31.545454025268555,31.57272720336914,31.05454444885254,31.05454444885254,23606770,27.884506225585938
2024-02-21,32.409088134765625,32.57272720336914,32.25454330444336,32.25454330444336,31247810,28.0435848236084
2024-02-20,31.718181610107422,32.68181610107422,31.718181610107422,32.436363220214844,60527940,28.201662063598633
2024-02-19,31.436363220214844,31.763635635375977,31.409090042114258,31.745454788208008,31102390,27.600955963134766
2024-02-16,31.527271270751953,31.62727165222168,31.16363525390625,31.399999618530273,25125760,27.300601959228516
2024-02-15,31.254545211791992,31.4818172454834,31.03636360168457,31.436363220214844,31357920,27.332223892211914
2024-02-14,31.09090805053711,31.30908966064453,31.01818084716797,31.172727584838867,13896520,27.103002548217773
2024-02-09,30.799999237060547,31.281818389892578,30.672727584838867,31.172727584838867,29669970,27.103002548217773
2024-02-08,31.299999237060547,31.672727584838867,30.781818389892578,30.781818389892578,53632260,26.76312828063965
2024-02-07,31.363636016845703,31.700000762939453,31,31.399999618530273,51866100,27.300601959228516
2024-02-06,30.509090423583984,31.700000762939453,30.254545211791992,31.62727165222168,73995350,27.49820327758789
2024-02-05,29.89090919494629,30.336362838745117,29.818180084228516,30.327272415161133,20523690,26.367921829223633
2024-02-02,29.77272605895996,29.899999618530273,29.263635635375977,29.763635635375977,24600840,25.877872467041016
2024-02-01,29.799999237060547,30.05454444885254,29.30908966064453,29.718181610107422,25535400,25.838348388671875
2024-01-31,29.527271270751953,30.299999237060547,29.51818084716797,29.799999237060547,26236760,25.895540237426758
2024-01-30,29.60909080505371,29.763635635375977,29.39090919494629,29.4818172454834,23129480,25.619050979614258
2024-01-29,29.73636245727539,29.89090919494629,29.5,29.672727584838867,9666140,25.784944534301758
2024-01-26,29.436363220214844,29.918180465698242,29.409090042114258,29.827272415161133,15915900,25.91923713684082
2024-01-25,29.618181228637695,29.700000762939453,29.318180084228516,29.39090919494629,16893140,25.540048599243164
2024-01-24,29.73636245727539,30.063636779785156,29.372726440429688,29.454544067382813,25856490,25.595346450805664
2024-01-23,29.618181228637695,29.654544830322266,29.245454788208008,29.59090805053711,23634490,25.713842391967773
2024-01-22,29.954544067382813,30.154544830322266,29.063636779785156,29.454544067382813,39954530,25.595346450805664
2024-01-19,29.954544067382813,30.03636360168457,29.73636245727539,29.945453643798828,35015640,26.02193832397461
2024-01-18,30.18181800842285,30.18181800842285,29.763635635375977,29.872726440429688,24867920,25.958740234375
2024-01-17,29.909090042114258,30.14545440673828,29.8454532623291,30,29703740,26.069337844848633
2024-01-16,30.18181800842285,30.51818084716797,29.954544067382813,29.9818172454834,39054620,26.053537368774414
2024-01-15,30.336362838745117,30.51818084716797,30.16363525390625,30.409090042114258,10844240,26.424827575683594
2024-01-12,30.23636245727539,30.436363220214844,29.96363639831543,30.35454559326172,26804250,26.377426147460938
2024-01-11,30.190908432006836,30.527271270751953,30.118181228637695,30.318180084228516,22441320,26.3458251953125
2024-01-10,30.190908432006836,30.490909576416016,30.172727584838867,30.263635635375977,11089760,26.29842758178711
2024-01-09,30.18181800842285,30.399999618530273,29.80908966064453,30.290908813476563,20833890,26.322124481201172
2024-01-08,30.472726821899414,30.60909080505371,30.263635635375977,30.30908966064453,12991770,26.337928771972656
2024-01-05,29.918180465698242,30.636362075805664,29.89090919494629,30.636362075805664,30499040,26.622323989868164
2024-01-04,30.136362075805664,30.209089279174805,29.727272033691406,29.936363220214844,29243720,26.0140323638916
2024-01-03,30.46363639831543,30.700000762939453,30.136362075805664,30.136362075805664,20383990,26.187829971313477
2024-01-02,30.80908966064453,30.80908966064453,30.218181610107422,30.472726821899414,20843020,26.480127334594727
2023-12-28,30.799999237060547,30.881818771362305,30.672727584838867,30.881818771362305,13810830,26.821672439575195
2023-12-27,30.55454444885254,30.863636016845703,30.51818084716797,30.799999237060547,19994150,26.750612258911133
2023-12-26,30.336362838745117,30.709089279174805,30.209089279174805,30.59090805053711,25448940,26.56900978088379
2023-12-22,29.836362838745117,30.490909576416016,29.818180084228516,30.281818389892578,35915550,26.30055809020996
2023-12-21,29.77272605895996,29.881818771362305,29.59090805053711,29.80908966064453,23994300,25.88997459411621
2023-12-20,29.80908966064453,29.972726821899414,29.527271270751953,29.60909080505371,25073290,25.71627426147461
2023-12-19,30.01818084716797,30.318180084228516,29.8454532623291,29.918180465698242,26301220,25.984729766845703
2023-12-18,29.8454532623291,30.027271270751953,29.700000762939453,29.899999618530273,30603870,25.968936920166016
2023-12-15,29.92727279663086,30.03636360168457,29.363636016845703,29.754545211791992,30761830,25.842605590820313
2023-12-14,29.763635635375977,30.03636360168457,29.46363639831543,29.881818771362305,46830410,25.953144073486328
2023-12-13,28.763635635375977,29.790908813476563,28.763635635375977,29.636362075805664,51948930,25.73996353149414
2023-12-12,28.9818172454834,29.03636360168457,28.53636360168457,28.763635635375977,16335220,24.981977462768555
2023-12-11,28.954544067382813,29.154544830322266,28.8454532623291,28.909090042114258,21355840,25.108306884765625
2023-12-08,28.66363525390625,29.200000762939453,28.581817626953125,29.10909080505371,20371230,25.282012939453125
2023-12-07,28.59090805053711,28.745454788208008,28.372726440429688,28.745454788208008,22120340,24.966188430786133
2023-12-06,29.01818084716797,29.09090805053711,28.472726821899414,28.654544830322266,25616910,24.6920166015625
2023-12-05,28.718181610107422,29.05454444885254,28.654544830322266,28.909090042114258,28568210,24.911359786987305
2023-12-04,28.472726821899414,28.863636016845703,28.46363639831543,28.672727584838867,14284490,24.707685470581055
2023-12-01,28.68181800842285,28.799999237060547,28.299999237060547,28.636362075805664,33572440,24.676342010498047
2023-11-30,28.454544067382813,28.781818389892578,28.39090919494629,28.718181610107422,47406480,24.7330265045166
2023-11-29,28.363636016845703,28.527271270751953,28.03636360168457,28.281818389892578,24806980,24.357213973999023
2023-11-28,27.80908966064453,28.227272033691406,27.709089279174805,28.09090805053711,22699710,24.192794799804688
2023-11-27,28.027271270751953,28.14545440673828,27.73636245727539,27.818180084228516,19876340,23.957914352416992
