time,KO.Close,PEP.Close
2018-12-31,47.349998474121094,110.4800033569336
2018-12-28,47.20000076293945,110.36000061035156
2018-12-27,47.529998779296875,109.41999816894531
2018-12-26,46.939998626708984,108.33000183105469
2018-12-24,45.959999084472656,106.02999877929688
2018-12-21,47.56999969482422,109.41999816894531
2018-12-20,47.540000915527344,110.20999908447266
2018-12-19,47.900001525878906,110.04000091552734
2018-12-18,48.31999969482422,111.83999633789063
2018-12-17,48.33000183105469,112.87000274658203
2018-12-14,49.34000015258789,113.94999694824219
2018-12-13,49.470001220703125,118.3499984741211
2018-12-12,49.220001220703125,117
2018-12-11,49.540000915527344,117.29000091552734
2018-12-10,49.2400016784668,116.19000244140625
2018-12-07,49.09000015258789,115.81999969482422
2018-12-06,49.380001068115234,116.83999633789063
2018-12-04,49.58000183105469,117.80000305175781
2018-12-03,49.689998626708984,118.9800033569336
2018-11-30,50.400001525878906,121.94000244140625
2018-11-29,48.97999954223633,118.2699966430664
2018-11-28,49.709999084472656,118.5
2018-11-27,49.369998931884766,116.44000244140625
2018-11-26,48.869998931884766,115.86000061035156
2018-11-23,49.02000045776367,115.41000366210938
2018-11-21,48.72999954223633,115.27999877929688
2018-11-20,49.380001068115234,116
2018-11-19,50.5099983215332,119.01000213623047
2018-11-16,50.16999816894531,118.3499984741211
2018-11-15,49.7400016784668,116.80000305175781
2018-11-14,49.7599983215332,116.6500015258789
2018-11-13,49.86000061035156,117.13999938964844
2018-11-12,49.869998931884766,116.97000122070313
2018-11-09,49.68000030517578,117.4800033569336
2018-11-08,49.33000183105469,116.05999755859375
2018-11-07,49.369998931884766,115.61000061035156
2018-11-06,49.11000061035156,115.20999908447266
2018-11-05,48.689998626708984,114.38999938964844
2018-11-02,48,111.16999816894531
2018-11-01,47.7400016784668,111.51000213623047
2018-10-31,47.880001068115234,112.37999725341797
2018-10-30,47.630001068115234,113.7699966430664
2018-10-29,46.459999084472656,112.88999938964844
2018-10-26,45.91999816894531,110.44999694824219
2018-10-25,46.5099983215332,112.8499984741211
2018-10-24,46.72999954223633,112.95999908447266
2018-10-23,46.36000061035156,110.12999725341797
2018-10-22,45.970001220703125,109.4000015258789
2018-10-19,46.33000183105469,110.29000091552734
2018-10-18,45.61000061035156,107.93000030517578
2018-10-17,45.86000061035156,108.30999755859375
2018-10-16,45.4900016784668,107.38999938964844
2018-10-15,44.90999984741211,105.62999725341797
2018-10-12,44.68000030517578,105.27999877929688
2018-10-11,44.63999938964844,105.05999755859375
2018-10-10,45.68000030517578,107.33999633789063
2018-10-09,46.38999938964844,108.12000274658203
2018-10-08,46.47999954223633,108.19000244140625
2018-10-05,45.880001068115234,106.48999786376953
2018-10-04,45.849998474121094,106.61000061035156
2018-10-03,45.869998931884766,107.5199966430664
2018-10-02,46.5099983215332,108.72000122070313
2018-10-01,46.22999954223633,110.70999908447266
2018-09-28,46.189998626708984,111.80000305175781
2018-09-27,46.0099983215332,111.05000305175781
2018-09-26,45.849998474121094,111.5
2018-09-25,45.68000030517578,111.97000122070313
2018-09-24,46.06999969482422,112.2699966430664
2018-09-21,46.58000183105469,114.91000366210938
2018-09-20,46.63999938964844,115.22000122070313
2018-09-19,45.959999084472656,113.7699966430664
2018-09-18,45.93000030517578,113.9800033569336
2018-09-17,46.31999969482422,115.4000015258789
2018-09-14,45.9900016784668,114.56999969482422
2018-09-13,45.83000183105469,114.98999786376953
2018-09-12,46.2400016784668,113.8499984741211
2018-09-11,46.02000045776367,113.33000183105469
2018-09-10,46.060001373291016,113.56999969482422
2018-09-07,45.720001220703125,112.73999786376953
2018-09-06,45.77000045776367,113.5
2018-09-05,45.380001068115234,113.12000274658203
2018-09-04,44.7599983215332,111
2018-08-31,44.56999969482422,112.01000213623047
2018-08-30,44.95000076293945,111.95999908447266
2018-08-29,45.33000183105469,112.05000305175781
2018-08-28,45.369998931884766,111.16999816894531
2018-08-27,45.689998626708984,112.41000366210938
2018-08-24,45.630001068115234,112.1500015258789
2018-08-23,45.70000076293945,111.93000030517578
2018-08-22,45.93000030517578,112.23999786376953
2018-08-21,46.220001220703125,113.72000122070313
2018-08-20,46.72999954223633,114.83999633789063
2018-08-17,46.599998474121094,114.95999908447266
2018-08-16,46.220001220703125,114.25
2018-08-15,46.08000183105469,113.44999694824219
2018-08-14,45.88999938964844,113.0999984741211
2018-08-13,45.83000183105469,113.0199966430664
2018-08-10,46.08000183105469,112.87000274658203
2018-08-09,46.349998474121094,113.69999694824219
2018-08-08,46.150001525878906,113.48999786376953
2018-08-07,46.5,114.22000122070313
2018-08-06,46.650001525878906,117.37999725341797
2018-08-03,46.619998931884766,116.30000305175781
2018-08-02,46.18000030517578,114.69000244140625
2018-08-01,46.38999938964844,113.61000061035156
2018-07-31,46.630001068115234,115
2018-07-30,46.22999954223633,114.18000030517578
2018-07-27,46.209999084472656,114.27999877929688
2018-07-26,46.2400016784668,115
2018-07-25,46.09000015258789,115.20999908447266
2018-07-24,45.2599983215332,114.73999786376953
2018-07-23,44.95000076293945,114.38999938964844
2018-07-20,45.279998779296875,116.01000213623047
2018-07-19,45.11000061035156,115.7699966430664
2018-07-18,45.119998931884766,114.83000183105469
2018-07-17,45.25,114.87999725341797
2018-07-16,44.72999954223633,112.95999908447266
2018-07-13,44.7400016784668,112.69000244140625
2018-07-12,44.66999816894531,111.52999877929688
2018-07-11,44.790000915527344,112.54000091552734
2018-07-10,44.970001220703125,112.88999938964844
2018-07-09,44.400001525878906,107.76000213623047
2018-07-06,44.63999938964844,109.55999755859375
2018-07-05,44.65999984741211,109.55000305175781
2018-07-03,43.9900016784668,108.80000305175781
2018-07-02,43.75,109.52999877929688
2018-06-29,43.86000061035156,108.87000274658203
2018-06-28,43.470001220703125,108.68000030517578
2018-06-27,43.06999969482422,108.2699966430664
2018-06-26,43.33000183105469,108.05000305175781
2018-06-25,43.58000183105469,108.98999786376953
2018-06-22,43.25,108.37000274658203
2018-06-21,43.09000015258789,107.23999786376953
2018-06-20,43.2599983215332,105.80999755859375
2018-06-19,43.599998474121094,105.95999908447266
2018-06-18,43.54999923706055,105.37999725341797
2018-06-15,44.119998931884766,107.61000061035156
2018-06-14,43.58000183105469,105.12999725341797
2018-06-13,44.18000030517578,105.2699966430664
2018-06-12,44.40999984741211,104.4800033569336
2018-06-11,44.130001068115234,103.20999908447266
2018-06-08,43.95000076293945,102.48999786376953
2018-06-07,43.439998626708984,101.16000366210938
2018-06-06,43.459999084472656,100.83000183105469
2018-06-05,43.11000061035156,100.20999908447266
2018-06-04,43.4900016784668,100.12000274658203
2018-06-01,43.119998931884766,100.25
2018-05-31,43,100.25
2018-05-30,43.130001068115234,101.83000183105469
2018-05-29,42.68000030517578,101.0999984741211
2018-05-25,42.400001525878906,100.30999755859375
2018-05-24,42.31999969482422,100.18000030517578
2018-05-23,42.400001525878906,100.44999694824219
2018-05-22,42.25,99.93000030517578
2018-05-21,42.40999984741211,99.51000213623047
2018-05-18,42.18000030517578,97.51000213623047
2018-05-17,42.29999923706055,97.91999816894531
2018-05-16,41.54999923706055,97.19000244140625
2018-05-15,41.720001220703125,96.80000305175781
2018-05-14,42.040000915527344,97.1500015258789
2018-05-11,42.13999938964844,97.43000030517578
2018-05-10,42.18000030517578,97.2699966430664
2018-05-09,41.779998779296875,96.160003662109375
2018-05-08,41.810001373291016,96.79000091552734
2018-05-07,42.13999938964844,98.2300033569336
2018-05-04,42.36000061035156,98.98999786376953
2018-05-03,41.88999938964844,97.5999984741211
2018-05-02,42.060001373291016,97.2300033569336
2018-05-01,42.59000015258789,99.12999725341797
2018-04-30,43.209999084472656,100.94000244140625
2018-04-27,43.310001373291016,101.70999908447266
2018-04-26,42.75,103.26000213623047
2018-04-25,42.43000030517578,101.1500015258789
2018-04-24,43.06999969482422,101.44000244140625
2018-04-23,43.97999954223633,102.58000183105469
2018-04-20,43.7400016784668,102.4800033569336
2018-04-19,44.310001373291016,105.56999969482422
2018-04-18,44.5099983215332,106.9800033569336
2018-04-17,44.880001068115234,108.87000274658203
2018-04-16,44.68000030517578,109.91999816894531
2018-04-13,44.5099983215332,109.26000213623047
2018-04-12,44.029998779296875,108.30999755859375
2018-04-11,43.9900016784668,108.68000030517578
2018-04-10,43.9900016784668,109.4000015258789
2018-04-09,43.83000183105469,109.37999725341797
2018-04-06,43.91999816894531,109.30000305175781
2018-04-05,44.400001525878906,110.56999969482422
2018-04-04,44.2400016784668,110.18000030517578
2018-04-03,43.380001068115234,108.19000244140625
2018-04-02,42.66999816894531,107.05000305175781
2018-03-29,43.43000030517578,109.1500015258789
2018-03-28,43.31999969482422,109.18000030517578
2018-03-27,42.88999938964844,107.63999938964844
2018-03-26,42.689998626708984,106.80999755859375
2018-03-23,42.33000183105469,106.1500015258789
2018-03-22,42.7599983215332,107.94000244140625
